job_class,sum
Web前端开发、C/C++开发工程师/技术员,1
营运经理生产总监,2
会计助理,32
保洁,2
前台接待、企业文化/员工关系/工会管理,1
机器视觉工程师硬件工程师,1
客服专员/助理、技术支持工程师/技术员,4
锅炉工程师/技术员、热能工程师/技术员,1
技术研发经理/主管技术总监/经理,1
销售工程师电子销售工程师,6
电子工艺工程师半导体工艺工程师,1
律师助理,2
文案/策划、广告创意经理/主管、广告创意专员/助理,1
夹具工程师/技术员、工程/机械绘图员,1
网络销售/在线销售、线上运营专员,1
半导体测试工程师硬件测试工程师,3
多媒体设计后期制作,1
生产计划/物料管理、生产经理/车间主任,1
采购助理商务助理,2
采购主管采购助理,3
光通信工程师电子工艺工程师,1
电子软件开发软件工程师,4
切割、冲压工程师/技术员,1
通信网络工程师,11
高级硬件工程师嵌入式软件开发,1
自动化测试性能测试,1
项目经理项目工程师,1
清洁服务人员清洁工,1
IC验证工程师FPGA原型验证工程师,4
版图设计工程师硬件工程师,2
光源与照明工程室内设计,2
消防安全,11
通信测试工程师测试工程师,1
美工/电商设计师、平面设计经理/主管,1
项目经理/主管、项目执行/协调人员,8
嵌入式软件开发新能源电控工程师,1
产品经理/主管、热能工程师/技术员,1
嵌入式软件开发射频工程师,1
销售助理销售代表,4
物流专员/助理、报关与报检,3
销售代表电子销售工程师,1
图像识别工程师图像处理工程师,1
销售工程师/技术员、市场/营销/拓展专员,2
芯片测试工程师半导体文档工程师,1
高级软件工程师芯片架构工程师,1
行政专员/助理、文员,6
技术总监/经理、软件工程师/技术员,1
FPGA开发工程师高级硬件工程师,1
测试开发测试经理,1
软件测试工程师测试主管,1
新能源电控工程师汽车电子工程师,1
软件测试工程师自动化测试,6
电工光伏系统工程师,3
封装工程师封装研发工程师,8
工程设备经理/主管、生产领班/组长,2
质量管理、测试经理/主管、采购员/助理、质量管理、,1
运维工程师系统工程师,4
系统架构设计师芯片架构工程师,2
项目工程师项目管理,1
半导体设备工程师FAE 现场应用工程师,3
电商运营、电商经理/主管,2
测试工程师其他,2
产品经理/主管、区域销售经理/主管,1
新媒体运营网站运营专员,2
射频芯片设计版图设计工程师,1
招投标管理商务助理,4
金融/经济研究员、证券分析师,1
销售经理经销商,1
音响工程师/技术员、硬件工程师/技术员,1
系统工程师ERP实施顾问,1
BI工程师高级软件工程师,2
综合门诊/全科医生,2
产品经理/主管、产品工程师、项目经理/主管,2
可靠度工程师/技术员、质量管理、测试工程师/技术员,1
运营经理/主管、产品经理/主管,1
硬件工程师通信电源工程师,1
维修工程师空调工,1
专业顾问、技术总监/经理,1
算法工程师数字前端工程师,1
网络管理运维工程师,1
可靠度工程师失效分析工程师,2
系统集成工程师网络安全工程师,1
新能源电控工程师新能源电机工程师,1
折弯工,3
视觉设计师软件工程师,2
销售工程师/技术员、分销专员/助理,6
市政工程师建筑安装施工员,1
光源与照明工程结构工程师,2
电气工程师/技术员、系统工程师/技术员,2
技术研发经理/主管、工艺工程师/技术员,1
电子文档工程师技术文档工程师,1
机电工程师/技术员、维修工程师/技术员,1
网络销售/在线销售、销售工程师/技术员,1
销售助理电话销售,1
仓库管理员订单处理员,2
自动化运维工程师系统工程师,1
深度学习工程师算法工程师,3
设备主管维修工程师,1
业务分析专员/助理、商务经理/主管,1
人事专员/助理、企业文化/员工关系/工会管理,3
嵌入式软件开发硬件工程师,3
Python开发工程师,13
FPGA原型验证工程师FPGA开发工程师,3
通信电源工程师/技术员、电源开发工程师/技术员,2
基站工程师无线通信工程师,1
通信测试工程师半导体测试工程师,1
IC验证工程师数字前端工程师,3
财务经理/主管、财务分析员,3
业务分析经理/主管、销售工程师/技术员,4
审核员保险理赔,1
投诉专员VIP专员,1
客服经理客服总监,1
行政专员/助理、财务专员/助理,1
审计经理/主管、项目经理/主管,1
标准化工程师体系工程师,2
大客户管理客户代表,2
系统工程师/技术员、IT经理/主管,1
市场通路专员,5
集成电路IC设计/应用工程师、FPGA开发工程师/技术员,6
销售代表、网络销售/在线销售,6
空调工空调维修,2
市场专员/助理、市场企划经理/主管,2
技术研发工程师/技术员、电气工程师/技术员,1
运营总监,8
结构工程师汽车结构工程师,3
切割技工数控操机,1
半导体技术供应商管理,1
EDA工程师,16
公关主管公关经理,1
美工/电商设计师、平面设计师,1
装配工程师/技术员、工艺工程师/技术员,1
商务助理商务经理,3
硬件工程师/技术员、维修工程师/技术员,1
采购助理供应商开发,2
C/C++开发工程师/技术员、系统架构设计师,1
外贸专员/助理、物流专员/助理,1
网站运营总监新媒体运营,1
系统集成工程师系统测试,2
仿真应用工程师/技术员、集成电路IC设计/应用工程师,1
FAE 现场应用工程师销售工程师,2
新媒体运营、文案/策划,3
培训讲师其他,1
游戏动画师、动画/3D设计,1
机修工维修工程师,3
射频芯片设计硬件工程师,1
维修工程师通信技术工程师,1
电商专员、分销专员/助理,1
FPGA原型验证工程师,8
大数据开发工程师,10
工程造价师、预结算经理、给排水/暖通工程,1
电子销售工程师其他,1
快递员送餐员,2
过程质量工程师,2
销售代表、外贸专员/助理,3
公关专员/助理、产品专员/助理,1
功能测试性能测试,9
机械工程师/技术员、技术支持经理/主管,1
销售代表、客服专员/助理,1
交互设计师UI设计师,2
高级软件工程师脚本开发工程师,1
嵌入式硬件开发汽车电子工程师,1
电子产品经理/主管、产品工程师、嵌入式软件开发,1
半导体器件工程师半导体技术,4
芯片测试工程师失效分析工程师,2
计算机辅助设计工程师,5
网站维护工程师,4
基金项目经理/主管、生物工程/生物制药,1
系统工程师运维开发,3
财务经理/主管、基金项目经理/主管,1
网站维护工程师网络工程师,1
系统工程师运维工程师,2
结构工程师/技术员,6
模具工技工,1
招投标管理、商务经理/主管,2
自动控制工程师/技术员、设备工程师/技术员,1
电子工程师/技术员、物业、机电工程师/技术员,1
生产计划/物料管理、普工、操作工,1
分销经理/主管、大客户销售,1
用户产品经理移动产品经理,1
技术支持工程师/技术员、软件工程师/技术员,2
商务经理/主管、市场/营销/拓展专员,1
测试工程师/技术员、产品经理/主管、产品工程师,1
通信产品经理/主管、产品工程师、产品经理/主管、产品工程师、,1
网络工程师通信网络工程师,1
订单处理员、客服专员/助理,1
软件测试工程师移动端测试,1
Java开发工程师移动开发工程师,1
自动控制工程师/技术员、嵌入式软件开发,1
PHP开发工程师/技术员、C/C++开发工程师/技术员,1
维修工程师机械工程师,1
设备工程师/技术员、产品经理/主管、产品工程师,1
多媒体开发工程师高级软件工程师,2
工程/机械绘图员、结构工程师/技术员,2
多媒体开发工程师系统工程师,1
电工、电子工程师/技术员,1
硬件测试工程师射频工程师,1
电子技术研发工程师电子工艺工程师,1
系统架构设计师、C/C++开发工程师/技术员,2
半导体设备工程师半导体工艺工程师,2
嵌入式软件开发、电子工程师/技术员,6
封装研发工程师,17
通信电源工程师,3
技术支持工程师/技术员、产品经理/主管、产品工程师,1
楼宇自动化安防系统工程师,1
语音识别工程师/技术员,1
结构工程师/技术员、结构工程师/技术员,1
采购助理销售行政助理,1
仪器/仪表/计量分析师、计量工程师/技术员,1
汽车项目管理项目管理,1
兼职,1
水利/水电工程师/技术员、电子工程师/技术员,1
大客户管理大客户销售,4
人工智能软件工程师,1
多媒体开发工程师软件工程师,1
物流经理,6
会计助理成本管理员,1
招投标管理房地产项目招投标,1
半导体器件工程师芯片架构工程师,1
工长建筑安装施工员,1
通信产品经理/主管、产品工程师,4
测试工程师半导体测试工程师,2
HRBP人事总监,1
项目工程师/技术员,2
数据运营,5
光源与照明工程半导体技术,1
电子软件开发嵌入式硬件开发,1
建筑项目助理商务助理,1
技术支持工程师/技术员、技术研发工程师/技术员,1
销售代表大客户管理,19
网站编辑,1
物料经理/主管、物料专员/助理、生产计划/物料管理,2
测试工程师芯片测试工程师,1
机电工程师电子设备工程师,1
自动控制工程师/技术员、电子设备工程师/技术员,1
石油天然气技术人员、地质勘测工程师/技术员,1
半导体设备工程师半导体测试工程师,1
审计专员/助理、成本管理员,1
Java开发工程师/技术员、C/C++开发工程师/技术员,2
高级硬件工程师嵌入式硬件开发,7
视觉设计师交互设计师,3
电子设备工程师船舶工程师,1
UI设计师交互设计师,2
包装设计交互设计师,1
系统架构设计师其他,1
高级硬件工程师系统架构设计师,1
策略发展总监、市场/营销/拓展总监,1
项目经理/主管、设备工程师/技术员,2
爬虫开发工程师Python开发工程师,1
半导体技术可靠度工程师,1
数字后端工程师/技术员、集成电路IC设计/应用工程师,1
技术支持工程师/技术员、项目执行/协调人员,1
运维开发系统工程师,1
新媒体运营内容运营,2
成本管理员、成本经理/主管,3
维修工程师/技术员、自动化测试、,1
电子工艺工程师电子技术研发工程师,3
运营,1
通信产品经理/主管、产品工程师、工艺工程师/技术员,2
财务专员/助理、出纳员,3
数据分析师数据运营,1
工程设备经理/主管、安全经理/主管,1
工程设备经理/主管、安全工程师/技术员,1
芯片测试工程师功能测试,1
自动控制工程师/技术员、硬件测试工程师/技术员,1
Go开发工程师软件工程师,1
后勤、行政专员/助理,1
EDA工程师FAE 现场应用工程师,1
其他封装工程师,1
数据分析师大数据开发工程师,1
采购员/助理、技术文员/助理,1
算法工程师新能源电控工程师,1
射频工程师射频芯片设计,2
图像算法工程师深度学习工程师,2
内容运营,9
志愿者/社会工作者,1
工艺整合工程师封装研发工程师,1
工艺整合工程师半导体工艺工程师,3
封装工程师半导体工艺工程师,1
软件工程师/技术员、电气工程师/技术员,1
电子软件开发FAE 现场应用工程师,1
硬件工程师项目经理,1
产品经理/主管、产品工程师、技术,3
广告创意总监、艺术总监,1
证券交易员证券分析师,1
通信项目管理半导体技术,1
半导体技术半导体设备工程师,4
大客户管理销售总监,3
化学分析测试员、化工实验室研究员/技术员,1
半导体器件工程师半导体设备工程师,2
UI设计师网页设计师,1
电气工程师/技术员、硬件工程师/技术员,1
封装工程师/技术员、工艺工程师/技术员,1
FPGA原型验证工程师IC验证工程师,3
FPGA开发工程师/技术员、集成电路IC设计/应用工程师,1
模拟芯片工程师模拟版图工程师,2
功能测试硬件测试工程师,1
市场/营销/拓展专员、网络销售/在线销售,1
电脑维修,2
电工维修工程师,3
模具工模具工程师,1
财务总监财务经理,3
磨工技工,1
客户质量工程师/技术员、质量管理、测试工程师/技术员,1
海关事务管理采购员,1
房地产项目/策划经理、房地产投资管理,3
项目经理/主管、市场/营销/拓展经理/主管,1
测试主管硬件测试工程师,1
线上运营经理/主管、线上运营专员,4
电源开发工程师/技术员研究员、技术员,1
测试工程师失效分析工程师,1
体系工程师半导体技术,1
体系工程师供应商管理,1
系统工程师Web前端开发,1
测试工程师系统测试,4
半导体工艺工程师工艺整合工程师,3
组装工、普工、操作工,5
硬件工程师EDA工程师,1
Java开发工程师ERP技术开发,1
组装工、客服专员/助理,1
分销经理/主管、外贸经理/主管,1
其他工业工程师,1
测试工程师/技术员、电子工程师/技术员,3
工业工程师物流主管,1
集成电路IC设计/应用工程师、可测性设计工程师/技术员,2
半导体文档工程师技术文档工程师,2
半导体测试工程师半导体工艺工程师,1
夹具工程师/技术员、结构工程师/技术员,1
C/C++开发工程师/技术员、嵌入式软件开发,5
平面设计经理/主管、网页设计师,1
半导体技术射频芯片设计,1
出纳员人事专员,1
网络销售/在线销售、销售代表,1
其他FAE 现场应用工程师,1
半导体技术芯片测试工程师,1
建筑工程管理、项目经理/主管、工程设备经理/主管、,1
首席执行官CEO/总裁/总经理、总裁助理、总经理助理,1
普工、操作工、注塑工,1
大客户管理项目经理,1
后期制作,5
市场/营销/拓展经理/主管、会展经理/主管,1
生产文员其他,1
项目主管模具工程师,1
行政经理/主管、办公室主任、销售经理/主管,1
客户经理/主管、业务跟单,3
客服经理销售工程师,1
商务助理仓库管理员,1
通信项目经理/主管、项目执行/协调人员,1
算法工程师数据仓库工程师,1
自动化测试、维修工程师/技术员,1
门店经理/店长、店长助理,1
网络安全工程师/技术员,1
网站维护工程师/技术员,1
ETL开发工程师/技术员,1
公关专员/助理,1
前台接待、档案管理员,1
芯片架构工程师/技术员、集成电路IC设计/应用工程师,1
规划与设计室内设计,1
ERP实施顾问运维工程师,2
培训专员/助理、人事专员/助理,2
维修工程师/技术员、失效分析工程师/技术员,1
软件工程师大数据开发工程师,1
销售经理/主管、技术支持工程师/技术员,5
通信技术工程师通信设备工程师,1
汽车安全性能工程师,9
市场/营销/拓展专员、市场分析/调研人员,6
市场助理活动执行,1
通信项目管理,5
水处理工程师环保工程师,1
功能测试软件工程师,1
其他销售助理,1
电子产品经理/主管、产品工程师、工艺工程师/技术员,1
需求工程师/技术员、产品经理/主管,1
固定资产会计,4
幕墙设计幕墙工程师,1
工程设备经理/主管、机修工,1
体系工程师供应商质量工程师,2
光通信工程师技术研发工程师,1
ERP实施顾问系统分析员,1
FPGA原型验证工程师电子软件开发,1
FPGA开发工程师电子软件开发,2
性能测试测试工程师,3
高级软件工程师.NET开发工程师,1
FAE 现场应用工程师硬件工程师,3
深度学习工程师图像算法工程师,3
客服专员/助理、生产文员,1
光通信工程师,5
安全工程师/技术员、化工工程师/技术员,1
嵌入式软件开发通信技术工程师,1
机器学习工程师/技术员、培训经理/主管,1
电子工程师/技术员、机电工程师/技术员,2
生产计划/物料管理、供应商管理,1
机电工程师/技术员,1
图像处理工程师图像算法工程师,2
无线通信工程师/技术员、通信产品经理/主管、产品工程师,1
工程设备经理/主管、电气工程师/技术员,1
副总经理/副总裁、营业部总经理/副总经理/副总裁,2
营业部总经理、副总经理/副总裁、副总经理/副总裁,1
技工焊工,1
测试工程师测试主管,1
系统测试通信测试工程师,1
集成电路IC设计/应用工程师、有线传输工程师/技术员,1
模具工,6
人力资源人事经理,1
电子工程师/技术员、设备工程师/技术员,4
Android开发工程师iOS开发工程师,2
测试工程师/技术员、质量管理、测试工程师/技术员,3
市场企划经理/主管、市场企划经理/主管,1
供应链主管/专员、采购经理/主管,1
焊工钳工,1
数据分析师,18
技术支持工程师/技术员、通信技术工程师/技术员,1
活动运营,3
财务经理财务总监,3
人事经理HRBP,1
冲压工,2
技术支持工程师/技术员、故障分析工程师/技术员,1
销售总监、分销经理/主管,2
电子文档工程师数据分析师,1
夹具工程师/技术员、机电工程师/技术员,1
设备工程师/技术员、集成电路IC设计/应用工程师,1
文员销售行政专员,1
网站架构设计师网页设计师,1
项目执行/协调人员、质检员/测试员,1
半导体技术焊工,1
企业策划人员,3
生产计划/物料管理、生产经理/主管,3
技术研发工程师MEMS工程师,2
装配工程师/技术员、结构工程师/技术员,1
FAE 现场应用工程师/技术员、设备工程师/技术员,1
电商专员、外贸专员/助理,2
质量管理、测试工程师/技术员、生产经理/主管,1
买手采购助理,1
技术文员/助理、项目经理/主管,1
人事经理人事总监,1
嵌入式软件开发、C/C++开发工程师/技术员,7
HRBP人事专员,1
业务分析经理/主管、客户经理/主管,1
Unity3d开发工程师,7
模具工注塑工,1
系统工程师电子技术研发工程师,1
技术文员/助理、文员,1
前台接待、文员,3
分销经理/主管、市场/营销/拓展总监,1
产品总监,11
仪器/仪表/计量分析师、技术支持工程师/技术员,1
涂料研发工程师,2
总装工程师,1
人事经理/主管、人事专员/助理、秘书,1
质量管理、测试工程师/技术员、工艺工程师/技术员,4
结构工程师/技术员、工艺工程师/技术员,3
项目经理芯片销售工程师,1
EDA工程师数字前端工程师,1
IC验证工程师FAE 现场应用工程师,1
半导体测试工程师可靠度工程师,1
财务分析员成本管理员,2
安全工程师/技术员、安全经理/主管,1
外贸专员/助理、订单处理员,1
外贸专员/助理、供应链主管/专员,1
经理助理、秘书、总裁助理、总经理助理、,1
FAE 现场应用工程师FPGA开发工程师,1
市场/营销/拓展专员、市场/营销/拓展经理/主管,1
半导体技术项目主管,1
电子软件开发IC验证工程师,1
通信技术工程师电子软件开发,1
焊工、普工、操作工,2
工厂经理/厂长,7
物料经理/主管、物料专员/助理、仓库管理员,2
测试工程师标准化工程师,1
室内设计、工程/机械绘图员,1
集成电路IC设计/应用工程师、光通信工程师/技术员,1
质检员/测试员、生产经理/主管,1
房地产项目招投标,2
电话销售团购业务员,1
光伏系统工程师技术研发工程师,1
测试主管测试开发,1
芯片测试工程师可测性设计工程师,2
客服经理商务经理,1
数据采集工程师数据分析师,1
暖通设计给排水设计,2
暖通设计,3
视觉设计师,9
语音识别工程师/技术员、技术研发经理/主管,1
技术总监/经理、项目经理/主管,2
专业顾问咨询经理,1
飞行器设计与制造规划与设计,1
多媒体设计规划与设计,1
嵌入式软件开发、技术总监/经理,1
脚本开发工程师电子软件开发,1
行政经理/主管、办公室主任、行政总监,1
科研管理人员、技术总监/经理,1
数控编程设备工程师/技术员,1
可测性设计工程师/技术员、集成电路IC设计/应用工程师,1
半导体测试工程师测试工程师,3
外贸经理/主管、销售经理/主管,2
平面设计总监,1
工艺工程师/技术员、硬件工程师/技术员,1
软件工程师Android开发工程师,1
测试开发测试工程师,2
客服经理/主管、技术支持工程师,1
内容运营新媒体运营,1
IC验证工程师芯片测试工程师,2
金融/经济研究员、投资/理财顾问,1
ERP实施顾问系统集成工程师,1
生产经理/车间主任、生产计划/物料管理,1
市场/营销/拓展经理/主管、销售代表,2
数据分析师BI工程师,1
机电工程师电子技术研发工程师,1
财务专员/助理、会计助理,1
用户运营网站运营专员,1
通信设备工程师,3
商务专员/助理、总裁助理、总经理助理,1
课程顾问销售代表,1
半导体工艺工程师封装工程师,1
数据库工程师系统工程师,1
销售行政助理文员,1
业务分析经理/主管、客户专员/助理,1
销售代表专业顾问,2
办事处/分公司/分支机构经理,2
副总经理/副总裁、合伙人,1
市场/营销/拓展经理/主管、芯片销售工程师/技术员,2
移动开发工程师Android开发工程师,1
VIP专员销售代表,1
机电工程师技工,1
人事专员/助理、财务专员/助理,1
系统集成工程师数据仓库工程师,1
热能工程师/技术员、设备工程师/技术员,1
技术研发工程师系统工程师,1
系统工程师大客户销售,1
电子元器件工程师销售代表,1
嵌入式硬件开发FPGA开发工程师,1
半导体器件工程师半导体工艺工程师,3
保安经理,1
硬件工程师FAE 现场应用工程师,3
成本经理/主管、财务经理/主管,2
电子元器件工程师嵌入式硬件开发,1
店铺推广网络推广专员,1
培训经理/主管,17
人事经理/主管、人事专员/助理,3
生产主管焊工,1
机械工程师/技术员、技术研发经理/主管,2
绿化工后勤,1
业务分析专员/助理、商务专员/助理,1
医疗器械研发FPGA开发工程师,1
无线通信工程师射频工程师,2
工程/机械绘图员、冲压工程师/技术员,1
医疗器械研发系统工程师,1
射频芯片设计、集成电路IC设计/应用工程师,3
网络推广专员网站运营专员,2
Java开发工程师系统架构设计师,2
医药技术研发人员、化工实验室研究员/技术员,2
生产经理/主管、工厂经理/厂长,1
市场分析/调研人员、日语翻译,1
IT经理/主管、网络管理,1
化工工程师/技术员、科研人员,1
销售管理,2
技术文员/助理、仪器/仪表/计量分析师,1
数据分析经理/主管,3
物流主管电商运营,1
电镀工生产主管,1
测试经理/主管、实验室负责人/工程师/技术员,1
设备主管机电工程师,1
废气处理工程师固废工程师,1
供应商管理采购材料、设备质量管理,2
营运主管,10
供应链主管/专员、生产计划/物料管理,1
技术总监/经理、音响工程师/技术员,1
编辑导演/编导,1
数据仓库工程师,3
测试工程师/技术员、集成电路IC设计/应用工程师,1
安全测试系统测试,1
知识产权/专利/商标、销售代表,2
用户运营,4
电商经理/主管、运营经理/主管、,1
项目经理需求工程师,1
射频芯片设计芯片测试工程师,1
标准化工程师,11
版图设计工程师电子元器件工程师,1
硬件测试工程师通信测试工程师,1
客服专员/助理、客服经理/主管,2
采购员/助理、贸易/外贸专员,2
店员/营业员、促销员/导购员,3
客服专员/助理、客服专员/助理,3
销售助理大客户销售,2
电子工程师/技术员、电子元器件工程师/技术员,3
半导体技术调研员,1
监察人员,2
集成电路IC设计/应用工程师、电子元器件工程师/技术员,1
维修工程师技工,1
电子文档工程师文员,1
FAE 现场应用工程师通信销售工程师,1
硬件测试工程师测试经理,2
测试工程师自动化测试,2
测试工程师功能测试,2
模拟芯片工程师IC验证工程师,1
预结算员、工程造价师、预结算经理,2
通信设备工程师无线通信工程师,1
无线通信工程师船舶工程师,1
FPGA开发工程师无线通信工程师,1
培训生商务助理,1
塑料工程师/技术员、化工实验室研究员/技术员,1
ERP技术开发软件工程师,1
包装工、普工、操作工,1
大数据开发工程师软件工程师,1
项目工程师/技术员、生产计划/物料管理,1
文员生产文员,2
生产文员文员,1
分销专员/助理、大客户销售,2
分销经理/主管、建筑设计师,1
汽车结构工程师汽车试验工程师,1
其他人事助理,1
质量管理、测试工程师/技术员、安全工程师/技术员,1
测试开发芯片测试工程师,1
平面设计师销售主管,1
销售工程师/技术员、产品经理/主管、产品工程师,1
电子元器件工程师电子销售工程师,1
新能源电控工程师,3
底盘工程师汽车设计工程师,1
测试工程师硬件工程师,1
系统测试功能测试,3
环保工程师/技术员、安全经理/主管,1
线上运营专员、市场/营销/拓展专员,4
后勤、客服专员/助理,3
采购员半导体技术,1
设备工程师/技术员、销售工程师/技术员,1
物业维修员电工,2
会展经理/主管、市场分析/调研人员,1
成本管理员会计助理,2
化工工程师/技术员、工程设备经理/主管、,1
业务分析经理/主管、大客户销售,2
经理助理、秘书、商务专员/助理,1
编辑互联网营销师,1
高级软件工程师系统分析员,1
电工电力线路工,2
可测性设计工程师通信技术工程师,1
模拟芯片工程师可测性设计工程师,1
钣金工组装工,1
BI工程师,4
C/C++开发工程师/技术员、图像处理工程师/技术员,1
算法工程师/技术员、自动控制工程师/技术员,1
电子工程师/技术员、硬件工程师/技术员,9
广告创意经理/主管、广告创意专员/助理、平面设计师,1
焊接工程师/技术员、夹具工程师/技术员,2
策略发展总监、副总经理/副总裁,1
维修工程师/技术员、普工、操作工,1
系统工程师车联网工程师,1
采购经理供应链经理,1
互联网产品经理产品总监,1
运营经理运营主管,2
技术总监/经理、系统架构设计师,1
网站运营专员电商运营,1
系统工程师数据仓库工程师,1
光通信工程师通信技术工程师,1
销售工程师FAE 现场应用工程师,1
产品总监互联网产品经理,1
生产计划/物料管理、供应链主管/专员,2
模拟芯片工程师半导体技术,3
电商运营网站运营专员,1
仓储理货员仓库管理员,5
快递员仓储理货员,1
仓库经理/主管、搬运工,1
船舶工程师飞行器设计与制造,1
电子技术研发工程师结构工程师,1
销售经理/主管、产品经理/主管,1
客户经理/主管、销售经理/主管,3
项目执行/协调人员、建筑项目助理,1
美容师,1
半导体技术嵌入式硬件开发,1
仓库管理员安检员,1
仓库管理员电商专员,1
市场助理市场企划专员,2
计量工程师其他,1
安全员安全员,1
芯片架构工程师图像处理工程师,1
Unity3d开发工程师高级软件工程师,1
供应商管理、供应链主管/专员,1
促销主管/督导/巡店,3
技术文档工程师/技术员、电子工程师/技术员,1
维修经理/主管,4
数据通信工程师有线传输工程师,1
封装研发工程师半导体工艺工程师,2
性能测试软件测试工程师,1
网络推广专员店铺推广,3
平面设计师、动画/3D设计,1
人事主管HRBP,2
信息流优化师,1
风险控制信贷管理,2
商务经理/主管、大客户管理,1
项目工程师/技术员、工程设备经理/主管、,1
设备工程师/技术员、装配工程师/技术员,3
技工包装工,1
猎头/人才中介、专业顾问,1
房地产项目/策划经理,1
运营经理,13
体系工程师环境影响评价工程师,1
动力总成工程师/技术员、设备工程师/技术员,1
物料经理/主管、物料专员/助理、生产文员,1
电子文档工程师,2
司仪婚礼/庆典策划服务,1
家政服务/保姆,1
呼叫中心客服,2
汽车电子工程师维修工程师,1
中学教师其他外语老师,1
市场/营销/拓展专员、商务专员/助理,1
运营主管项目管理,1
汽车结构工程师结构工程师,1
测试工程师/技术员、电气工程师/技术员,3
电商运营店铺推广,2
实验室负责人/工程师/技术员、化工实验室研究员/技术员,1
化工工程师/技术员、化工实验室研究员/技术员,5
注塑工技工,2
系统集成工程师ERP实施顾问,2
销售代表团购业务员,1
物料经理/主管、物料专员/助理、仓储管理员,1
集成电路IC设计/应用工程师、测试工程师/技术员,3
媒介专员,3
维修工程师/技术员、注塑工程师/技术员,1
产品专员可靠度工程师,1
数据分析师数据采集工程师,1
海关事务管理,2
产品专员/助理、市场/营销/拓展专员,3
IT经理/主管、首席技术执行官CTO、首席信息官CIO,1
性能测试,17
进出口/信用证结算,4
企业文化/员工关系/工会管理、企业策划人员,1
大客户管理销售主管,1
仓库管理员、生产计划/物料管理,2
机器学习工程师机器人调试工程师,1
业务跟单、客服专员/助理,1
质检员/测试员、采购员/助理、质量管理,1
自动化测试IC验证工程师,1
美容顾问,1
项目执行/协调人员、项目工程师/技术员,2
电子产品经理/主管、产品工程师、电源开发工程师/技术员,1
爬虫开发工程师,1
公关专员/助理、公关专员/助理,1
数据仓库工程师系统工程师,1
市场专员/助理、市场/营销/拓展专员,2
电子工程师/技术员、装配工程师/技术员,1
电子元器件工程师电子技术研发工程师,1
PHP开发工程师软件工程师,1
移动产品经理/主管、产品经理/主管,1
自动化测试测试开发,1
钳工、普工、操作工,1
产品经理/主管、产品工程师、客户质量工程师/技术员,1
船舶工程师通信设备工程师,1
自动化运维工程师,2
电子软件开发汽车电子工程师,3
基金项目经理/主管、投资银行业务,1
规划与设计项目经理/主管,1
Android开发工程师电子软件开发,1
体系工程师/技术员、质量管理、测试工程师/技术员,3
热能工程师/技术员、给排水/暖通工程,2
产品经理/主管、产品工程师、测试工程师/技术员,1
工艺整合工程师半导体技术,1
总裁助理、总经理助理、销售经理/主管,1
电商运营网络推广专员,2
主播/主持人、直播销售,1
电子销售工程师销售工程师,2
产品经理/主管、产品工程师、销售经理/主管,1
运维工程师网络管理,1
半导体工艺工程师半导体文档工程师,1
人事专员/助理、培训经理/主管,1
体系工程师标准化工程师,1
产品经理/主管、产品工程师、FAE 现场应用工程师/技术员,2
工程监理建筑工程验收,1
知识产权/专利/商标、专业顾问,1
知识产权/专利/商标、情报信息分析人员,1
测试工程师/技术员、实验室负责人/工程师/技术员,2
艺术总监,1
Java开发工程师Web前端开发,1
工程/机械绘图员、模具工程师/技术员,1
给排水/暖通工程、机电工程师/技术员,1
工程设备经理/主管、项目经理/主管,1
专业顾问大客户管理,1
生物工程/生物制药、化学分析测试员,1
版图设计工程师系统工程师,1
学徒工,2
芯片销售工程师/技术员、技术支持工程师/技术员,1
FAE 现场应用工程师半导体测试工程师,1
销售工程师销售工程师,3
销售助理大客户管理,2
资金专员,5
财务专员/助理、行政专员/助理,2
系统集成工程师项目经理,1
医疗器械维修人员其他,1
科研人员数控操机,1
通信技术工程师嵌入式硬件开发,1
结构工程师光源与照明工程,1
质量管理、测试工程师/技术员、失效分析工程师/技术员,1
注塑工、注塑工程师/技术员,1
电工物业机电维修工,1
生产计划/物料管理、采购员/助理,2
嵌入式软件开发高级硬件工程师,2
销售经理芯片销售工程师,1
西餐厨师,1
供应链总监营运经理,1
统计员会计助理,1
夹具工程师/技术员,7
理疗师,4
计量工程师电子文档工程师,1
软件工程师半导体技术,2
图像识别工程师机器学习工程师,1
图像处理工程师/技术员、C/C++开发工程师/技术员,1
工艺工程师/技术员、电子工程师/技术员,4
技术研发工程师机电工程师,2
建筑机电工程师/技术员、工程/机械绘图员,1
销售行政助理销售代表,1
EDA工程师版图设计工程师,3
知识产权/专利/商标、法务经理/主管、法务专员/助理,1
区域销售经理销售主管,1
数据通信工程师通信网络工程师,1
ETL开发工程师,5
设备工程师/技术员、焊接工程师/技术员,1
电镀工,1
电子元器件工程师半导体器件工程师,2
产品经理/主管、电子工程师/技术员,1
FPGA开发工程师嵌入式软件开发,1
合同管理统计员,1
平面设计经理/主管、平面设计师,1
激光/光电子技术、光源与照明工程,2
模拟芯片工程师/技术员、技术研发经理/主管,1
技术研发经理/主管、模拟芯片工程师/技术员,2
导演/编导,4
数据采集工程师,2
西点师,1
餐饮服务员,3
市场专员/助理、市场/营销/拓展经理/主管,1
大客户销售电话销售,1
射频工程师硬件工程师,3
销售助理采购助理,1
工艺工程师/技术员、项目工程师/技术员,1
培训讲师、培训专员/助理,1
工业设计、视觉设计师,1
