job_class,sum
网络管理(Helpdesk)测试工程师,1
半导体产品经理/产品工程师芯片架构工程师,1
网络销售/在线销售网络/在线客服,1
客户质量工程师,11
电子软件开发(ARM/MCU...)硬件工程师,2
电商运营电子商务,1
嵌入式软件开发(Linux/单片机/PLC/DSP…)系统工程师,2
大客户销售项目管理,1
数字前端工程师集成电路IC设计/应用工程师,7
财务分析经理/主管,16
技术支持/维护工程师ERP实施顾问,1
测试开发性能测试,1
集成电路IC设计/应用工程师市场通路专员,1
工艺整合工程师(PIE)工业工程师,1
记者,2
软件工程师后端开发,1
机电工程师光源与照明工程,1
产品/品牌经理电子产品经理/产品工程师,1
影视策划/制作人员,5
大数据开发工程师Java开发工程师,1
语音识别工程师,5
商务司机班车司机,2
IC验证工程师数字后端工程师,3
数字后端工程师,40
.NET开发工程师,21
汽车项目管理,5
客服专员/助理贸易/外贸专员/助理,1
项目工程师芯片架构工程师,1
财务分析员会计经理/会计主管,1
测试工程师测试开发,4
硬件工程师视觉/交互设计,1
质量管理/测试主管(QA/QC主管)前期质量工程师,1
贸易/外贸专员/助理大客户销售,1
半导体设备工程师,55
芯片销售工程师,30
运维工程师,65
行政专员/助理前台接待/总机/接待生,12
销售代表芯片销售工程师,2
专业顾问销售代表,2
大客户管理销售人员,2
集成电路IC设计/应用工程师产品规划工程师,1
单证员贸易/外贸专员/助理,1
半导体产品经理/产品工程师集成电路IC设计/应用工程师,2
电子元器件工程师电子工程师/技术员,3
焊接工艺工程师技工,1
电子销售工程师销售代表,5
MEMS工程师,14
销售总监总监/部门经理,1
集成电路IC设计/应用工程师射频芯片设计,6
MEMS工程师封装工程师,1
半导体技术工艺整合工程师(PIE),2
展览/展示/店面设计多媒体设计,1
文员生产计划/物料管理(PMC),1
测试开发射频工程师,1
前期质量工程师,3
EDA工程师技术研发工程师,1
其他仓库管理员,3
客户代表销售工程师,2
验光师,1
文员采购助理,2
半导体设备工程师半导体技术,11
其他销售总监,1
电子/电器维修工程师/技师嵌入式硬件开发(主板机…),2
半导体技术市场/营销/拓展经理,1
市场/营销/拓展经理市场/营销/拓展总监,2
商务助理其他,1
半导体技术质量管理/测试工程师(QA/QC工程师),1
行政经理/主管/办公室主任行政专员/助理,4
电子工艺工程师电镀工,1
通信技术工程师电子技术研发工程师,1
芯片测试工程师测试开发,1
工程/设备经理电子工艺工程师,1
大客户销售市场/营销/拓展经理,1
客户经理/主管大客户管理,1
人力资源,1
采购员采购,1
其他语种翻译,1
物料主管/专员,20
FPGA开发工程师FPGA原型验证工程师,5
通信技术工程师软件工程师,4
系统工程师Java开发工程师,1
运维开发,16
供应链主管/专员物流主管,1
工程/设备主管,11
FAE 现场应用工程师软件工程师,1
电气工程师/技术员工程/设备工程师,1
工程/机械绘图员技术研发工程师,3
档案管理员,4
软件工程师多媒体开发工程师,3
芯片测试工程师FAE 现场应用工程师,1
FAE 现场应用工程师芯片测试工程师,3
仓库管理员质检员/测试员(QC),1
语音识别工程师算法工程师,4
项目执行/协调人员智能大厦/综合布线/安防/弱电,1
技术研发工程师材料工程师,2
自动化测试,24
工艺整合工程师(PIE),31
电子元器件工程师,29
无线通信工程师电信交换工程师,1
半导体技术半导体测试工程师,2
销售行政及商务销售助理,1
光源与照明工程建筑机电设计,1
通信设备工程师通信技术工程师,1
产品助理产品专员,2
质检员/测试员(QC)普工/操作工,5
人事主管行政经理/主管/办公室主任,4
销售代表销售人员,1
深度学习工程师,11
封装研发工程师半导体测试工程师,1
汽车电工汽车修理工,1
贸易/外贸专员/助理销售代表,2
生产/营运生产计划/物料管理(PMC),1
计算机辅助设计工程师项目执行/协调人员,1
客服主管商务主管/专员,1
技术支持/维护工程师自动控制工程师/技术员,3
区域销售总监,6
FAE 现场应用工程师半导体设备工程师,3
数字后端工程师数字前端工程师,1
建筑机电设计建筑设计师,1
销售管理大客户管理,1
硬件工程师电子产品经理/产品工程师,1
自动控制工程师/技术员高级硬件工程师,1
FAE 现场应用工程师自动控制工程师/技术员,1
技术支持/维护工程师硬件测试工程师,2
半导体测试工程师,47
财务/审计/税务,1
统计员文员,2
电声/音响工程师/技术员智能大厦/综合布线/安防/弱电,1
电气工程师/技术员嵌入式软件开发(Linux/单片机/PLC/DSP…),2
芯片架构工程师,28
项目经理模拟芯片工程师,1
咨询经理咨询/顾问,1
其他光源与照明工程,1
算法工程师搜索算法工程师,1
工程/机械绘图员机电工程师,2
电子产品经理/产品工程师,27
行政专员/助理人事专员,5
文员销售助理,1
售前/售后技术支持主管智能大厦/综合布线/安防/弱电,1
安防系统工程师,8
需求工程师计算机辅助设计工程师,1
自动控制工程师/技术员机电工程师,1
硬件工程师电子元器件工程师,2
结构工程师工程/机械绘图员,3
自动化测试半导体测试工程师,1
工程监理房产项目配套工程师,1
模拟芯片工程师射频芯片设计,3
芯片测试工程师集成电路IC设计/应用工程师,3
网站运营专员网站运营经理/主管,1
收银员,4
技术总监/经理,24
半导体测试工程师半导体技术,4
机器视觉工程师图像算法工程师,5
大客户销售智能大厦/综合布线/安防/弱电,1
软件工程师计算机辅助设计工程师,2
电子/电器维修工程师/技师维修工程师,6
电子销售工程师芯片销售工程师,11
机电工程师自动控制工程师/技术员,2
测试工程师FAE 现场应用工程师,1
电子技术研发工程师电子销售工程师,1
用户产品经理需求工程师,2
模具工钳工,2
技术总监/经理IT经理/IT主管,1
智能大厦/综合布线/安防/弱电运维工程师,1
工程/设备主管工程/设备工程师,1
网络安全工程师数据库工程师(DBA),1
Web前端开发其他,1
封装工程师半导体技术,3
文案/策划新媒体运营,3
其他文员,1
售前/售后技术支持工程师激光/光电子技术,4
焊工焊接工程师/技师,1
产品助理模具工程师,1
区域销售总监区域销售经理,3
运维工程师网络工程师(IT工程师),4
光源与照明工程机械工程师,1
售前/售后技术支持工程师产品经理/主管,1
规划与设计园艺/园林/景观设计,2
智能大厦/综合布线/安防/弱电销售总监,2
电子销售工程师,32
财务专员,25
产品经理/主管用户产品经理,2
销售经理通信销售工程师,1
售前/售后技术支持工程师网络/在线客服,1
电子设备工程师电子/电器维修工程师/技师,1
销售工程师医药销售人员,1
射频芯片设计其他,1
产品专员产品助理,2
机械工程师装配工程师/技师,1
装配工程师/技师电工,2
电气工程师/技术员变压器与磁电工程师,1
电子技术研发工程师变压器与磁电工程师,1
项目工程师项目执行/协调人员,2
电子工程师/技术员售前/售后技术支持工程师,1
高级硬件工程师测试主管,1
测试主管,7
功能测试测试工程师,3
财务主管/总账主管成本经理/成本主管,1
测试开发,31
客户管理,1
射频工程师通信技术工程师,7
产品工艺/制程工程师机械工程师,2
集成电路IC设计/应用工程师封装研发工程师,1
FAE 现场应用工程师封装研发工程师,1
FAE 现场应用工程师半导体工艺工程师,2
公关经理媒介经理,2
运维工程师运维开发,2
芯片架构工程师C/C++开发工程师,1
PCB工程师,18
产品/品牌专员文案/策划,2
新媒体运营用户运营,1
电子软件开发(ARM/MCU...)电子技术研发工程师,6
数控编程数控操机,4
版图设计工程师射频芯片设计,1
影视策划/制作人员导演/编导,1
数字前端工程师其他,1
通信技术工程师半导体技术,4
嵌入式硬件开发(主板机…)C/C++开发工程师,2
焊接工程师/技师焊接工艺工程师,1
产品专员需求工程师,1
光伏系统工程师,3
产品规划工程师,12
材料工程师,11
大客户管理业务拓展主管/经理,3
法务经理法务主管/专员,2
通信测试工程师,10
集成电路IC设计/应用工程师模拟版图工程师,1
集成电路IC设计/应用工程师芯片测试工程师,3
产品经理/主管产品专员,2
系统测试测试工程师,5
半导体工艺工程师FAE 现场应用工程师,2
半导体器件工程师,35
集成电路IC设计/应用工程师售前/售后技术支持工程师,1
Android开发工程师C/C++开发工程师,1
网店店铺管理员电商运营,1
质量管理/测试工程师(QA/QC工程师)汽车质量工程师,2
ETL开发工程师BI工程师,1
产品经理/主管项目经理/主管,1
EDA工程师半导体器件工程师,1
电子工程师/技术员医药技术研发管理人员,1
项目经理/主管售前/售后技术支持工程师,2
质检员/测试员(QC)半导体技术,1
门店经理/店长,4
知识产权/专利/商标科研管理人员,1
通信网络工程师算法工程师,1
企业文化/员工关系/工会管理培训专员/助理/培训师,1
水利/水电工程师工程/设备主管,1
产品/品牌主管市场企划经理/主管,3
半导体设备工程师工程/设备工程师,1
调研员,3
智能大厦/综合布线/安防/弱电幕墙工程师,1
射频工程师通信测试工程师,2
化学分析测试员,3
有线传输工程师,1
集成电路IC设计/应用工程师技术研发经理/主管,1
数字前端工程师IC验证工程师,3
工业设计/产品设计动画/3D设计,1
平面设计师美工/电商设计师,3
文案/策划公关/媒介助理,1
技术研发工程师科研人员,1
SEO/SEM数据运营,1
硬件测试工程师电子工艺工程师,1
培训生研究生,1
大学/大专应届毕业生研究生,1
薪资福利专员/助理绩效考核专员/助理,1
采购经理采购员,1
装配工程师/技师维修工程师,2
区域销售经理区域销售总监,1
产品/品牌经理文案/策划,1
市场企划经理/主管产品/品牌经理,1
媒介主管文案/策划,1
法务助理法务主管/专员,2
语音识别工程师通信测试工程师,1
环境/健康/安全工程师（EHS）其他,1
电路工程师/技术员(模拟/数字)电池/电源开发,1
采购经理供应商开发,6
绩效考核专员/助理薪资福利专员/助理,2
系统集成工程师技术支持/维护工程师,1
网店客服网络销售/在线销售,1
算法工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),2
质量管理/测试工程师(QA/QC工程师)储备干部,1
销售代表电商专员,2
硬件测试工程师电路工程师/技术员(模拟/数字),1
模具工程师机械工程师,1
工业设计/产品设计机械工程师,1
生产领班/组长生产计划/物料管理(PMC),3
性能测试功能测试,2
网络工程师(IT工程师)系统集成工程师,2
系统工程师配置管理工程师,1
业务拓展主管/经理销售代表,1
运维工程师其他,1
C/C++开发工程师EDA工程师,1
芯片架构工程师半导体测试工程师,1
助理业务跟单贸易/外贸专员/助理,1
轨道交通工程师/技术员,1
运维开发运维工程师,4
质检员/测试员(QC)故障分析工程师,2
大客户管理销售工程师,4
项目主管智能大厦/综合布线/安防/弱电,1
大客户管理销售代表,5
嵌入式软件开发(Linux/单片机/PLC/DSP…)软件测试工程师,1
审核员质量管理/测试工程师(QA/QC工程师),1
石油天然气技术人员,1
总监/部门经理销售总监,1
光通信工程师通信销售工程师,1
Java开发工程师软件工程师,9
测试工程师硬件测试工程师,2
电子元器件工程师硬件工程师,2
韩语/朝鲜语翻译,3
产品工艺/制程工程师工艺整合工程师(PIE),4
贸易/外贸专员/助理电商专员,1
韩语/朝鲜语翻译其他,1
电商运营电商专员,6
合规主管/专员储备干部,1
系统架构设计师电气工程师/技术员,1
电话销售楼宇自动化,1
半导体器件工程师电子工程师/技术员,2
质量管理/测试工程师(QA/QC工程师)材料工程师,1
质量管理/测试工程师(QA/QC工程师)韩语/朝鲜语翻译,1
商务经理销售经理,1
销售代表贸易/外贸经理/主管,1
汽车电子工程师系统工程师,1
数据治理工程师,3
动画/3D设计特效设计师,1
软件测试工程师芯片测试工程师,1
技术支持/维护工程师网络安全工程师,1
渠道/分销专员电话销售,2
产品专员产品经理/主管,9
硬件工程师汽车电子工程师,3
电池/电源开发硬件工程师,3
自动化测试测试工程师,1
商务司机客运司机,1
报关与报检海关事务管理,2
渠道/分销总监合伙人,1
汽车设计工程师汽车结构工程师,2
Web前端开发C/C++开发工程师,1
营运经理生产总监,2
会计助理,32
保洁,2
固定资产会计财务主管/总账主管,1
前台接待/总机/接待生企业文化/员工关系/工会管理,1
机器视觉工程师硬件工程师,1
客服专员/助理售前/售后技术支持工程师,3
锅炉工程师/技师空调/热能工程师,1
研发总监/部长/专家技术总监/经理,1
销售工程师电子销售工程师,6
电子工艺工程师半导体工艺工程师,1
律师助理,2
文案/策划广告创意/设计主管/专员,1
夹具工程师/技师工程/机械绘图员,1
网络销售/在线销售网站运营专员,1
半导体测试工程师硬件测试工程师,3
多媒体设计后期制作,1
高级硬件工程师电子工程师/技术员,4
生产计划/物料管理(PMC)生产经理/车间主任,1
采购助理商务助理,2
采购主管采购助理,3
光通信工程师电子工艺工程师,1
电子软件开发(ARM/MCU...)软件工程师,4
切割技工冲压工程师/技师,1
通信网络工程师,11
高级硬件工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),1
自动化测试性能测试,1
项目经理项目工程师,1
医疗器械研发电子工程师/技术员,2
医疗器械生产/质量管理医疗器械注册,2
清洁服务人员清洁工,1
动画/3D设计后期制作,2
IC验证工程师FPGA原型验证工程师,4
版图设计工程师硬件工程师,2
光源与照明工程室内设计,2
消防安全,11
通信测试工程师测试工程师,1
美工/电商设计师平面设计经理/主管,1
项目经理项目执行/协调人员,2
嵌入式软件开发(Linux/单片机/PLC/DSP…)新能源电控工程师,1
产品经理/主管空调/热能工程师,1
嵌入式软件开发(Linux/单片机/PLC/DSP…)射频工程师,1
销售助理销售代表,4
物流专员/助理报关与报检,3
销售代表电子销售工程师,1
图像识别工程师图像处理工程师,1
销售工程师市场/营销/拓展专员,2
芯片测试工程师半导体文档工程师,1
高级软件工程师芯片架构工程师,1
行政专员/助理文员,6
技术总监/经理高级软件工程师,1
FPGA开发工程师高级硬件工程师,1
测试开发测试经理,1
电路工程师/技术员(模拟/数字)技术支持/维护工程师,1
软件测试工程师测试主管,1
新能源电控工程师汽车电子工程师,1
软件测试工程师自动化测试,6
电工光伏系统工程师,3
客户关系经理/主管,8
人事经理薪资福利经理/主管,1
封装工程师封装研发工程师,8
设备主管生产领班/组长,2
质量管理/测试主管(QA/QC主管)采购材料、设备质量管理,1
运维工程师系统工程师,4
系统架构设计师芯片架构工程师,2
项目工程师项目管理,1
半导体设备工程师FAE 现场应用工程师,3
销售代表售前/售后技术支持经理,1
电商运营电商经理/电商主管,2
测试工程师其他,2
产品经理/主管区域销售经理,1
新媒体运营网站运营专员,2
射频芯片设计版图设计工程师,1
招投标管理商务助理,4
金融/经济研究员证券分析师,1
销售经理经销商,1
电声/音响工程师/技术员硬件工程师,1
系统工程师ERP实施顾问,1
BI工程师高级软件工程师,2
综合门诊/全科医生,2
半导体产品经理/产品工程师项目经理,2
可靠度工程师质量管理/测试工程师(QA/QC工程师),1
营运主管产品/品牌主管,1
硬件工程师通信电源工程师,1
维修工程师空调工,1
专业顾问技术总监/经理,1
算法工程师数字前端工程师,1
网络管理(Helpdesk)运维工程师,1
可靠度工程师失效分析工程师(FA),2
系统集成工程师网络安全工程师,1
技术支持/维护工程师运维工程师,4
新能源电控工程师新能源电机工程师,1
折弯工,3
视觉设计师软件工程师,2
销售工程师渠道/分销专员,6
市政工程师建筑安装施工员,1
光源与照明工程结构工程师,2
电气工程师/技术员系统工程师,2
技术研发经理/主管产品工艺/制程工程师,1
电子文档工程师技术文档工程师,1
机电工程师电子/电器维修工程师/技师,1
网络销售/在线销售销售工程师,1
销售助理电话销售,1
电脑维修技术支持/维护工程师,1
半导体技术电子/电器维修工程师/技师,5
仓库管理员订单处理员,2
自动化运维工程师系统工程师,1
深度学习工程师算法工程师,3
设备主管维修工程师,1
业务分析专员/助理商务主管/专员,1
人事专员企业文化/员工关系/工会管理,2
嵌入式软件开发(Linux/单片机/PLC/DSP…)硬件工程师,3
Python开发工程师,13
FPGA原型验证工程师FPGA开发工程师,3
通信电源工程师电池/电源开发,2
基站工程师无线通信工程师,1
通信测试工程师半导体测试工程师,1
合规经理合规主管/专员,2
IC验证工程师数字前端工程师,3
财务主管/总账主管财务分析员,1
业务拓展主管/经理销售工程师,4
审核员保险理赔,1
前台接待/总机/接待生空乘人员,1
投诉专员VIP专员,1
客服经理客服总监,1
行政专员/助理财务助理/财务文员,1
产品工艺/制程工程师封装研发工程师,2
SEO/SEM,2
审计经理/主管项目经理/主管,1
标准化工程师体系工程师,2
大客户管理客户代表,2
系统工程师IT经理/IT主管,1
市场通路专员,5
集成电路IC设计/应用工程师FPGA原型验证工程师,1
销售代表网络销售/在线销售,6
空调工空调维修,2
市场企划专员市场企划经理/主管,2
技术研发工程师电气工程师/技术员,1
运营总监,8
结构工程师汽车结构工程师,3
切割技工数控操机,1
半导体技术供应商管理,1
EDA工程师,16
公关主管公关经理,1
工程/设备经理电子工程师/技术员,1
美工/电商设计师平面设计师,1
汽车装配工艺工程师产品工艺/制程工程师,1
商务助理商务经理,3
硬件工程师电子/电器维修工程师/技师,1
采购助理供应商开发,2
C/C++开发工程师系统架构设计师,1
贸易/外贸专员/助理物流专员/助理,1
网站运营总监新媒体运营,1
系统集成工程师系统测试,2
管道/暖通给排水/暖通工程,1
仿真应用工程师集成电路IC设计/应用工程师,1
FAE 现场应用工程师销售工程师,2
智能大厦/综合布线/安防/弱电网络管理(Helpdesk),1
新媒体运营文案/策划,3
高级客户经理/客户经理客户关系经理/主管,1
培训讲师其他,1
后期制作影视策划/制作人员,2
游戏动画师动画/3D设计,1
机修工维修工程师,3
射频芯片设计硬件工程师,1
维修工程师通信技术工程师,1
法务主管/专员法务经理,1
电商专员渠道/分销专员,1
FPGA原型验证工程师,8
大数据开发工程师,10
工程造价师/预结算经理管道/暖通,1
电子销售工程师其他,1
快递员送餐员,2
过程质量工程师,2
销售代表贸易/外贸专员/助理,3
公关/媒介助理产品/品牌专员,1
工程/机械绘图员绘画,2
功能测试性能测试,9
机械工程师售前/售后技术支持主管,1
汽车销售/经纪人售后服务/客户服务,1
售后服务/客户服务客服专员/助理,2
交互设计师UI设计师,2
高级软件工程师脚本开发工程师,1
嵌入式硬件开发(主板机…)汽车电子工程师,1
质量管理/测试主管(QA/QC主管)体系工程师,1
电子产品经理/产品工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),1
项目管理项目执行/协调人员,3
半导体器件工程师半导体技术,4
芯片测试工程师失效分析工程师(FA),2
计算机辅助设计工程师,5
网站维护工程师,4
项目经理技术支持/维护工程师,1
投资/基金项目经理生物工程/生物制药,1
会计经理/会计主管成本经理/成本主管,1
系统工程师运维开发,3
财务经理投资/基金项目经理,1
网站维护工程师网络工程师(IT工程师),1
系统工程师运维工程师,2
售前/售后技术支持主管售前/售后技术支持经理,1
结构/土木/土建工程师,5
模具工技工,1
招投标管理商务主管/专员,2
自动控制工程师/技术员工程/设备工程师,1
电力工程师/技术员物业机电工程师,1
生产计划/物料管理(PMC)普工/操作工,1
渠道/分销主管大客户销售,1
用户产品经理移动产品经理,1
技术支持/维护工程师软件工程师,2
商务主管/专员市场/营销/拓展专员,1
半导体测试工程师半导体产品经理/产品工程师,1
首席执行官CEO/总裁/总经理,4
通信产品经理/产品工程师半导体产品经理/产品工程师,1
网络工程师(IT工程师)通信网络工程师,1
订单处理员客服专员/助理,1
软件测试工程师移动端测试,1
Java开发工程师移动开发工程师,1
自动控制工程师/技术员嵌入式软件开发(Linux/单片机/PLC/DSP…),1
PHP开发工程师C/C++开发工程师,1
维修工程师机械工程师,1
电子元器件工程师半导体产品经理/产品工程师,1
多媒体开发工程师高级软件工程师,2
电气工程师/技术员电子工艺工程师,1
工程/机械绘图员结构工程师,2
知识产权/专利/商标其他,1
多媒体开发工程师系统工程师,1
投诉专员咨询热线/呼叫中心服务人员,1
电工电力工程师/技术员,1
其他业务分析专员/助理,2
硬件测试工程师射频工程师,1
电子技术研发工程师电子工艺工程师,1
系统架构设计师C/C++开发工程师,2
电气工程师/技术员电子工程师/技术员,4
建筑工程管理/项目经理项目经理/主管,1
半导体设备工程师半导体工艺工程师,2
嵌入式软件开发(Linux/单片机/PLC/DSP…)电子工程师/技术员,4
合规主管/专员合规主管/专员,1
封装研发工程师,17
质检员/测试员(QC)大学/大专应届毕业生,2
环境/健康/安全工程师（EHS）大学/大专应届毕业生,2
通信电源工程师,3
售前/售后技术支持工程师半导体产品经理/产品工程师,1
安防系统工程师大学/大专应届毕业生,1
嵌入式软件开发(Linux/单片机/PLC/DSP…)大学/大专应届毕业生,1
网站运营专员大学/大专应届毕业生,1
电商经理/电商主管电商总监,2
储备干部大学/大专应届毕业生,1
楼宇自动化安防系统工程师,1
语音识别工程师大学/大专应届毕业生,1
结构工程师结构/土木/土建工程师,1
系统工程师大学/大专应届毕业生,1
采购助理销售行政助理,1
仪器/仪表/计量分析师计量工程师,1
汽车项目管理项目管理,1
兼职,1
水利/水电工程师电力工程师/技术员,1
大客户管理大客户销售,4
人工智能软件工程师,1
多媒体开发工程师软件工程师,1
物流经理,6
会计助理成本管理员,1
招投标管理房地产项目招投标,1
工程/设备经理设备主管,1
医疗器械市场推广医疗器械销售经理/主管,1
半导体器件工程师芯片架构工程师,1
工长建筑安装施工员,1
通信产品经理/产品工程师,4
测试工程师半导体测试工程师,2
HRBP人事总监,1
项目工程师大学/大专应届毕业生,2
数据运营,5
技术文员/助理大学/大专应届毕业生,1
系统架构设计师大学/大专应届毕业生,2
光源与照明工程半导体技术,1
电子软件开发(ARM/MCU...)嵌入式硬件开发(主板机…),1
建筑项目助理商务助理,1
售前/售后技术支持工程师技术研发工程师,1
文员技术文员/助理,2
销售代表大客户管理,19
网站编辑,1
物料主管/专员生产计划/物料管理(PMC),2
测试工程师芯片测试工程师,1
机电工程师电子设备工程师,1
自动控制工程师/技术员电子设备工程师,1
石油天然气技术人员矿产勘探/地质勘测工程师,1
半导体设备工程师半导体测试工程师,1
审计专员/助理成本管理员,1
Java开发工程师C/C++开发工程师,2
高级硬件工程师嵌入式硬件开发(主板机…),7
视觉设计师交互设计师,3
电子设备工程师船舶工程师,1
UI设计师交互设计师,2
包装设计交互设计师,1
系统架构设计师其他,1
电子设备工程师电子工程师/技术员,2
高级硬件工程师系统架构设计师,1
策略发展总监市场/营销/拓展总监,1
项目管理工程/设备工程师,2
爬虫开发工程师Python开发工程师,1
半导体技术可靠度工程师,1
数字后端工程师集成电路IC设计/应用工程师,1
售前/售后技术支持工程师项目执行/协调人员,1
运维开发系统工程师,1
新媒体运营内容运营,2
成本管理员成本经理/成本主管,3
电子/电器维修工程师/技师自动化测试,1
电子工艺工程师电子技术研发工程师,3
运营,1
通信产品经理/产品工程师产品工艺/制程工程师,2
财务助理/财务文员出纳员,3
数据分析师数据运营,1
工程/设备经理环境/健康/安全经理/主管（EHS）,1
工程/设备主管环境/健康/安全工程师（EHS）,1
芯片测试工程师功能测试,1
自动控制工程师/技术员硬件测试工程师,1
Go开发工程师软件工程师,1
后勤行政专员/助理,1
EDA工程师FAE 现场应用工程师,1
其他封装工程师,1
数据分析师大数据开发工程师,1
采购助理技术文员/助理,1
算法工程师新能源电控工程师,1
射频工程师射频芯片设计,2
图像算法工程师深度学习工程师,2
内容运营,9
志愿者/社会工作者,1
工艺整合工程师(PIE)封装研发工程师,1
工艺整合工程师(PIE)半导体工艺工程师,3
项目管理电力工程师/技术员,1
封装工程师半导体工艺工程师,1
其他生产计划/物料管理(PMC),1
软件工程师电气工程师/技术员,1
电子软件开发(ARM/MCU...)FAE 现场应用工程师,1
硬件工程师项目经理,1
半导体产品经理/产品工程师半导体技术,3
广告创意总监艺术/设计总监,1
证券交易员证券分析师,1
集成电路IC设计/应用工程师FPGA开发工程师,5
通信项目管理半导体技术,1
半导体技术半导体设备工程师,4
大客户管理销售总监,3
化学分析测试员化工实验室研究员/技术员,1
半导体器件工程师半导体设备工程师,2
UI设计师网页设计师,1
电气工程师/技术员硬件工程师,1
封装工程师产品工艺/制程工程师,1
FPGA原型验证工程师IC验证工程师,3
FPGA开发工程师集成电路IC设计/应用工程师,1
模拟芯片工程师模拟版图工程师,2
工程/设备工程师半导体工艺工程师,1
功能测试硬件测试工程师,1
市场/营销/拓展主管产品/品牌经理,1
市场/营销/拓展专员网络销售/在线销售,1
电脑维修,2
电工维修工程师,3
模具工模具工程师,1
财务总监财务经理,3
磨工技工,1
客户质量工程师质量管理/测试工程师(QA/QC工程师),1
海关事务管理采购员,1
房地产销售经理/主管,1
项目管理市场/营销/拓展经理,1
测试主管硬件测试工程师,1
商务经理销售行政经理/主管,2
网站运营经理/主管网络推广专员,2
市场/营销/拓展经理招商/租赁/租售,1
贸易/外贸专员/助理助理业务跟单,1
电池/电源开发化工实验室研究员/技术员,1
测试工程师失效分析工程师(FA),1
体系工程师半导体技术,1
体系工程师供应商管理,1
系统工程师Web前端开发,1
测试工程师系统测试,4
半导体工艺工程师工艺整合工程师(PIE),3
组装工普工/操作工,5
销售经理智能大厦/综合布线/安防/弱电,1
硬件工程师EDA工程师,1
Java开发工程师ERP技术开发,1
组装工售后服务/客户服务,1
渠道/分销经理贸易/外贸经理/主管,1
其他工业工程师,1
半导体测试工程师电子工程师/技术员,1
工业工程师物流主管,1
软件工程师售前/售后技术支持工程师,1
集成电路IC设计/应用工程师可测性设计工程师(DFT),2
人事助理招聘专员/助理,4
半导体文档工程师技术文档工程师,2
半导体测试工程师半导体工艺工程师,1
夹具工程师/技师结构工程师,1
C/C++开发工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),5
平面设计经理/主管网页设计师,1
智能大厦/综合布线/安防/弱电大客户销售,1
售后服务/客户服务售前/售后技术支持工程师,1
半导体技术射频芯片设计,1
出纳员人事专员,1
网络销售/在线销售销售代表,1
其他FAE 现场应用工程师,1
生产计划/物料管理(PMC)其他,1
半导体技术芯片测试工程师,1
建筑工程管理/项目经理工程/设备经理,1
首席执行官CEO/总裁/总经理总裁助理/总经理助理,1
普工/操作工注塑工,1
大客户管理项目经理,1
后期制作,5
市场/营销/拓展经理会务/会展主管,1
生产文员其他,1
项目主管模具工程师,1
行政经理/主管/办公室主任销售行政经理/主管,1
智能大厦/综合布线/安防/弱电建筑工程管理/项目经理,3
客户经理/主管销售代表,3
客服经理销售工程师,1
商务助理仓库管理员,1
通信项目管理项目执行/协调人员,1
算法工程师数据仓库工程师,1
自动化测试电子/电器维修工程师/技师,1
门店经理/店长店长助理,1
其他展览/展示/店面设计,2
售前/售后技术支持经理技术支持/维护经理,1
网络安全工程师大学/大专应届毕业生,1
网站维护工程师大学/大专应届毕业生,1
电商运营大学/大专应届毕业生,1
ETL开发工程师大学/大专应届毕业生,1
维修工程师大学/大专应届毕业生,1
公关/媒介助理,1
前台接待/总机/接待生档案管理员,1
会计助理税务专员/助理,1
芯片架构工程师集成电路IC设计/应用工程师,1
规划与设计室内设计,1
ERP实施顾问运维工程师,2
培训专员/助理/培训师人事专员,2
电子/电器维修工程师/技师失效分析工程师(FA),1
软件工程师大数据开发工程师,1
销售经理售前/售后技术支持经理,4
通信技术工程师通信设备工程师,1
自动控制工程师/技术员硬件工程师,1
汽车安全性能工程师,9
市场/营销/拓展专员市场分析/调研人员,6
市场助理活动执行,1
通信项目管理,5
水处理工程师环保工程师,1
功能测试软件工程师,1
其他销售助理,1
电子产品经理/产品工程师产品工艺/制程工程师,1
需求工程师产品经理/主管,1
产品/品牌专员其他,1
固定资产会计,4
幕墙设计幕墙工程师,1
工程/设备主管机修工,1
体系工程师供应商质量工程师,2
光通信工程师技术研发工程师,1
ERP实施顾问系统分析员,1
FPGA原型验证工程师电子软件开发(ARM/MCU...),1
FPGA开发工程师电子软件开发(ARM/MCU...),2
电子工程师/技术员嵌入式软件开发(Linux/单片机/PLC/DSP…),3
性能测试测试工程师,3
高级软件工程师.NET开发工程师,1
电力线路工装配工程师/技师,1
电子文档工程师电子工程师/技术员,1
FAE 现场应用工程师硬件工程师,3
深度学习工程师图像算法工程师,3
客服专员/助理生产文员,1
光通信工程师,5
环境/健康/安全工程师（EHS）化工技术应用/化工工程师,1
嵌入式软件开发(Linux/单片机/PLC/DSP…)通信技术工程师,1
机器学习工程师培训经理/主管,1
电力工程师/技术员机电工程师,2
研究生,60
生产计划/物料管理(PMC)供应商开发,1
机电工程师大学/大专应届毕业生,1
图像处理工程师图像算法工程师,2
无线通信工程师通信产品经理/产品工程师,1
工程/设备经理电气/电器工程师,1
副总经理/副总裁营业部总经理/副总经理,2
营业部总经理/副总经理副总经理/副总裁,1
技工焊工,1
测试工程师测试主管,1
系统测试通信测试工程师,1
集成电路IC设计/应用工程师有线传输工程师,1
